# Input	DiseaseName	DiseaseID	GeneSymbol	GeneID	DiseaseCategories	DiseaseCategories	DirectEvidence	InferenceChemicalName	InferenceScore	OmimIDs	PubMedIDs
xkr4	Dermatitis	MESH:D003872	XKR4	114786	Skin disease	Skin disease		Arsenic	13.40		21002724
xkr4	Dermatitis	MESH:D003872	XKR4	114786	Skin disease	Skin disease		Nickel	13.40		9358112
xkr4	Dermatitis	MESH:D003872	XKR4	114786	Skin disease	Skin disease		Valproic Acid	13.40		8033931
xkr4	Dermatitis, Allergic Contact	MESH:D017449	XKR4	114786	Immune system disease|Skin disease	Immune system disease|Skin disease		Nickel	2.46		10929769|12464050|16536808|17100760|17244072|17312168|17597826|18503684|18537991|19470301|22462439|23091041|24768652
xkr4	Dermatitis, Atopic	MESH:D003876	XKR4	114786	Genetic disease (inborn)|Immune system disease|Skin disease	Genetic disease (inborn)|Immune system disease|Skin disease		Phenylmercuric Acetate	7.13		15218738
xkr4	Dermatitis, Atopic	MESH:D003876	XKR4	114786	Genetic disease (inborn)|Immune system disease|Skin disease	Genetic disease (inborn)|Immune system disease|Skin disease		Vehicle Emissions	7.13		23817207
xkr4	Dermatitis, Contact	MESH:D003877	XKR4	114786	Skin disease	Skin disease		Nickel	2.71		15059101|21569788|23136956|2952479
xkr4	Dermatitis, Irritant	MESH:D017453	XKR4	114786	Skin disease	Skin disease		Tretinoin	3.39		8236244
xkr4	Dermatitis, Occupational	MESH:D009783	XKR4	114786	Occupational disease|Skin disease	Occupational disease|Skin disease		Nickel	3.82		18503684|18537991
xkr4	Developmental Disabilities	MESH:D002658	XKR4	114786	Mental disorder	Mental disorder		Arsenic	7.88		28235556
xkr4	Developmental Disabilities	MESH:D002658	XKR4	114786	Mental disorder	Mental disorder		Valproic Acid	7.88		11223853|12196666|15794725|19174036|6439041|7512516|9344057
xkr4	Diabetes Complications	MESH:D048909	XKR4	114786	Endocrine system disease	Endocrine system disease		Vehicle Emissions	3.08		23147376
xkr4	Diabetes, Gestational	MESH:D016640	XKR4	114786	Endocrine system disease|Metabolic disease|Pregnancy complication	Endocrine system disease|Metabolic disease|Pregnancy complication		Arsenic	9.56		26101084
xkr4	Diabetes, Gestational	MESH:D016640	XKR4	114786	Endocrine system disease|Metabolic disease|Pregnancy complication	Endocrine system disease|Metabolic disease|Pregnancy complication		Atrazine	9.56		17327316
xkr4	Diabetes Mellitus	MESH:D003920	XKR4	114786	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease		Arsenic	10.75		23315758|26068977
xkr4	Diabetes Mellitus	MESH:D003920	XKR4	114786	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease		Atrazine	10.75		18343878
xkr4	Diabetes Mellitus	MESH:D003920	XKR4	114786	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease		bisphenol A	10.75		20084273|21956417
xkr4	Diabetes Mellitus, Type 1	MESH:D003922	XKR4	114786	Endocrine system disease|Immune system disease|Metabolic disease	Endocrine system disease|Immune system disease|Metabolic disease		bisphenol A	2.51		24189131
xkr4	Diabetes Mellitus, Type 2	MESH:D003924	XKR4	114786	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease		Arsenic	12.87		15276423|20100676|22676249|23349674|23967108|25979314
xkr4	Diabetes Mellitus, Type 2	MESH:D003924	XKR4	114786	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease		bisphenol A	12.87		22046388
xkr4	Diabetes Mellitus, Type 2	MESH:D003924	XKR4	114786	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease		Nickel	12.87		28159221
xkr4	Diabetes Mellitus, Type 2	MESH:D003924	XKR4	114786	Endocrine system disease|Metabolic disease	Endocrine system disease|Metabolic disease		Vehicle Emissions	12.87		20504758
xkr4	Diarrhea	MESH:D003967	XKR4	114786	Signs and symptoms	Signs and symptoms		Arsenic	12.58		19167470
xkr4	Diarrhea	MESH:D003967	XKR4	114786	Signs and symptoms	Signs and symptoms		Ethinyl Estradiol	12.58		19443681
xkr4	Diarrhea	MESH:D003967	XKR4	114786	Signs and symptoms	Signs and symptoms		Propylthiouracil	12.58		15822032
xkr4	Diarrhea	MESH:D003967	XKR4	114786	Signs and symptoms	Signs and symptoms		Tretinoin	12.58		4685585
xkr4	Diarrhea, Infantile	MESH:D003968	XKR4	114786	Signs and symptoms	Signs and symptoms		Arsenic	4.93		21147604|26359651
xkr4	Digestive System Abnormalities	MESH:D004065	XKR4	114786	Congenital abnormality|Digestive system disease	Congenital abnormality|Digestive system disease		bisphenol A	3.72		23637088
xkr4	Diplopia	MESH:D004172	XKR4	114786	Eye disease|Nervous system disease|Signs and symptoms	Eye disease|Nervous system disease|Signs and symptoms		Tretinoin	3.12		10742073|19018859|9028161|9519692
xkr4	Disease Models, Animal	MESH:D004195	XKR4	114786	Animal disease	Animal disease		bisphenol A	9.61		23764278
xkr4	Disease Models, Animal	MESH:D004195	XKR4	114786	Animal disease	Animal disease		Tretinoin	9.61		15893307|26672737
xkr4	Disease Models, Animal	MESH:D004195	XKR4	114786	Animal disease	Animal disease		Valproic Acid	9.61		10716750|15238991|18940202|19755133|21195144|23665938|3142446|8558327|8808733|9098922|9100317
xkr4	Disease Progression	MESH:D018450	XKR4	114786	Pathology (process)	Pathology (process)		bisphenol A	2.07		23810794
xkr4	Disease Susceptibility	MESH:D004198	XKR4	114786	Pathology (process)	Pathology (process)		Vehicle Emissions	3.71		12654634|17987464
xkr4	Disorders of Excessive Somnolence	MESH:D006970	XKR4	114786	Mental disorder|Nervous system disease	Mental disorder|Nervous system disease		Valproic Acid	2.30		10227223|10846716|10950478|14557585|14763681|15380868|15767218|15794187|16169023|17414255|17996660|18459937|19304858|20204907|3107169|3225612|6431599|6436733|6769734|6772435|7782488|8071281|8381686|9097225|9598692|9825083
xkr4	Disorders of Sex Development	MESH:D012734	XKR4	114786	Congenital abnormality|Endocrine system disease|Urogenital disease (female)|Urogenital disease (male)	Congenital abnormality|Endocrine system disease|Urogenital disease (female)|Urogenital disease (male)		Atrazine	8.98		20368127
xkr4	Disorders of Sex Development	MESH:D012734	XKR4	114786	Congenital abnormality|Endocrine system disease|Urogenital disease (female)|Urogenital disease (male)	Congenital abnormality|Endocrine system disease|Urogenital disease (female)|Urogenital disease (male)		Ethinyl Estradiol	8.98		19729556|20562219|24036065|24832493
xkr4	Disruptive, Impulse Control, and Conduct Disorders	MESH:D007174	XKR4	114786	Mental disorder	Mental disorder		Valproic Acid	2.65		17201610|17700005|17996660
xkr4	Disseminated Intravascular Coagulation	MESH:D004211	XKR4	114786	Blood disease	Blood disease		Propylthiouracil	7.28		10684339|5316762
xkr4	Disseminated Intravascular Coagulation	MESH:D004211	XKR4	114786	Blood disease	Blood disease		Valproic Acid	7.28		1534246|9371937
xkr4	Dizziness	MESH:D004244	XKR4	114786	Signs and symptoms	Signs and symptoms		Ethinyl Estradiol	5.32		12499032|19443681|9408704
xkr4	Dizziness	MESH:D004244	XKR4	114786	Signs and symptoms	Signs and symptoms		Valproic Acid	5.32		18791959|19133574
xkr4	Double Outlet Right Ventricle	MESH:D004310	XKR4	114786	Cardiovascular disease|Congenital abnormality	Cardiovascular disease|Congenital abnormality		Valproic Acid	3.65		8211818
xkr4	Drug Eruptions	MESH:D003875	XKR4	114786	Immune system disease|Skin disease	Immune system disease|Skin disease		Tretinoin	5.59		10214877
xkr4	Drug Eruptions	MESH:D003875	XKR4	114786	Immune system disease|Skin disease	Immune system disease|Skin disease		Valproic Acid	5.59		11431905|12926190
xkr4	Drug Hypersensitivity	MESH:D004342	XKR4	114786	Immune system disease	Immune system disease		bisphenol A	9.07		22446810|24950052
xkr4	Drug Hypersensitivity	MESH:D004342	XKR4	114786	Immune system disease	Immune system disease		Propylthiouracil	9.07		1806466|3405562
xkr4	Drug Hypersensitivity	MESH:D004342	XKR4	114786	Immune system disease	Immune system disease		Valproic Acid	9.07		12894087|15229826
xkr4	Drug-Related Side Effects and Adverse Reactions	MESH:D064420	XKR4	114786				Atrazine	10.45		24211793
xkr4	Drug-Related Side Effects and Adverse Reactions	MESH:D064420	XKR4	114786				Cadmium Chloride	10.45		20206647
xkr4	Drug-Related Side Effects and Adverse Reactions	MESH:D064420	XKR4	114786				Tretinoin	10.45		10609785
xkr4	Drug-Related Side Effects and Adverse Reactions	MESH:D064420	XKR4	114786				Valproic Acid	10.45		17074939|17655519|19745660|20408498|3112611|9175586
xkr4	Dysarthria	MESH:D004401	XKR4	114786	Nervous system disease|Signs and symptoms	Nervous system disease|Signs and symptoms		Valproic Acid	2.58		8381686|9097225
xkr4	Dysgeusia	MESH:D004408	XKR4	114786	Nervous system disease|Signs and symptoms	Nervous system disease|Signs and symptoms		Propylthiouracil	3.59		1754991
xkr4	Dyskinesias	MESH:D020820	XKR4	114786	Nervous system disease|Signs and symptoms	Nervous system disease|Signs and symptoms		Valproic Acid	2.48		10846716|10950478|17846437|18459937|18806245|2978064|3157141|6426961|6431599|6780925
xkr4	Dyslipidemias	MESH:D050171	XKR4	114786	Metabolic disease	Metabolic disease		Arsenic	11.46		22354675
xkr4	Dyslipidemias	MESH:D050171	XKR4	114786	Metabolic disease	Metabolic disease		Nickel	11.46		24961859
xkr4	Dyslipidemias	MESH:D050171	XKR4	114786	Metabolic disease	Metabolic disease		Valproic Acid	11.46		19085528|19682024
xkr4	Dysmenorrhea	MESH:D004412	XKR4	114786	Pathology (process)|Signs and symptoms	Pathology (process)|Signs and symptoms		Ethinyl Estradiol	3.34		10574641|12499030|12616963
xkr4	Dyspepsia	MESH:D004415	XKR4	114786	Signs and symptoms	Signs and symptoms		Ethinyl Estradiol	3.03		19443681
xkr4	Dysphonia	MESH:D055154	XKR4	114786	Ear-nose-throat disease|Nervous system disease|Respiratory tract disease|Signs and symptoms	Ear-nose-throat disease|Nervous system disease|Respiratory tract disease|Signs and symptoms		Valproic Acid	3.23		15230719
xkr4	Dyspnea	MESH:D004417	XKR4	114786	Respiratory tract disease|Signs and symptoms	Respiratory tract disease|Signs and symptoms		Propylthiouracil	6.42		10846402|16425441|20168071|9893462
xkr4	Dyspnea	MESH:D004417	XKR4	114786	Respiratory tract disease|Signs and symptoms	Respiratory tract disease|Signs and symptoms		Tretinoin	6.42		1637024|7905175|8230749
xkr4	Dystonia	MESH:D004421	XKR4	114786	Nervous system disease|Signs and symptoms	Nervous system disease|Signs and symptoms		Valproic Acid	2.13		15230719|16449491|17632227|1851702
xkr4	Ear Diseases	MESH:D004427	XKR4	114786	Ear-nose-throat disease	Ear-nose-throat disease		Tretinoin	3.57		22262565
xkr4	Ear Neoplasms	MESH:D004428	XKR4	114786	Cancer|Ear-nose-throat disease	Cancer|Ear-nose-throat disease		Ethinyl Estradiol	4.19		2414260
xkr4	Ebstein Anomaly	MESH:D004437	XKR4	114786	Cardiovascular disease|Congenital abnormality	Cardiovascular disease|Congenital abnormality		Ethinyl Estradiol	4.28		830309
xkr4	Ectrodactyly	MESH:C574275	XKR4	114786	Congenital abnormality|Musculoskeletal disease	Congenital abnormality|Musculoskeletal disease		Cadmium Chloride	4.78		18302266|20213698
xkr4	Ectropion	MESH:D004483	XKR4	114786	Eye disease	Eye disease		Tretinoin	4.79		1401316
xkr4	Eczema	MESH:D004485	XKR4	114786	Skin disease	Skin disease		Phenylmercuric Acetate	8.94		2525102
xkr4	Eczema	MESH:D004485	XKR4	114786	Skin disease	Skin disease		Tretinoin	8.94		10741706
xkr4	Edema	MESH:D004487	XKR4	114786	Signs and symptoms	Signs and symptoms		bisphenol A	22.39		15364205|20728951|22194820|23637088|23821587|24992288|26450347
xkr4	Edema	MESH:D004487	XKR4	114786	Signs and symptoms	Signs and symptoms		Cadmium Chloride	22.39		12449241|17785681|23644582|25031709
xkr4	Edema	MESH:D004487	XKR4	114786	Signs and symptoms	Signs and symptoms		Ethinyl Estradiol	22.39		1182631|24096037|24992288
xkr4	Edema	MESH:D004487	XKR4	114786	Signs and symptoms	Signs and symptoms		Propylthiouracil	22.39		12549809
xkr4	Edema	MESH:D004487	XKR4	114786	Signs and symptoms	Signs and symptoms		Tretinoin	22.39		12813006|16351631|1637024|22898132|7934481|8396608
xkr4	Edema	MESH:D004487	XKR4	114786	Signs and symptoms	Signs and symptoms		Valproic Acid	22.39		17923349|22898132|22982570|23774253|25111975
xkr4	Edema	MESH:D004487	XKR4	114786	Signs and symptoms	Signs and symptoms		Vehicle Emissions	22.39		19399481
xkr4	Edema, Cardiac	MESH:D004489	XKR4	114786	Cardiovascular disease|Signs and symptoms	Cardiovascular disease|Signs and symptoms		bisphenol A	9.05		26322593|29016128
xkr4	Edema, Cardiac	MESH:D004489	XKR4	114786	Cardiovascular disease|Signs and symptoms	Cardiovascular disease|Signs and symptoms		Tretinoin	9.05		18230668
xkr4	Embryo Loss	MESH:D020964	XKR4	114786	Pathology (process)|Pregnancy complication	Pathology (process)|Pregnancy complication		bisphenol A	18.14		23653003|26712470
xkr4	Embryo Loss	MESH:D020964	XKR4	114786	Pathology (process)|Pregnancy complication	Pathology (process)|Pregnancy complication		Cadmium Chloride	18.14		26712470
xkr4	Embryo Loss	MESH:D020964	XKR4	114786	Pathology (process)|Pregnancy complication	Pathology (process)|Pregnancy complication		Tretinoin	18.14		22898132|9535508
xkr4	Embryo Loss	MESH:D020964	XKR4	114786	Pathology (process)|Pregnancy complication	Pathology (process)|Pregnancy complication		Valproic Acid	18.14		22898132|26712470|6428923
xkr4	Emphysema	MESH:D004646	XKR4	114786	Pathology (process)	Pathology (process)		Nickel	3.46		21111804
xkr4	Encephalomyelitis, Autoimmune, Experimental	MESH:D004681	XKR4	114786	Immune system disease|Nervous system disease	Immune system disease|Nervous system disease		Ethinyl Estradiol	3.06		12538720
xkr4	Endocardial Cushion Defects	MESH:D004694	XKR4	114786	Cardiovascular disease|Congenital abnormality	Cardiovascular disease|Congenital abnormality		Valproic Acid	4.40		8211818
xkr4	Endocrine Gland Neoplasms	MESH:D004701	XKR4	114786	Cancer|Endocrine system disease	Cancer|Endocrine system disease		trichostatin A	4.78		19294695
xkr4	Endocrine System Diseases	MESH:D004700	XKR4	114786	Endocrine system disease	Endocrine system disease		Valproic Acid	3.78		11148232|15794725
xkr4	Endometrial Neoplasms	MESH:D016889	XKR4	114786	Cancer|Urogenital disease (female)	Cancer|Urogenital disease (female)		Ethinyl Estradiol	6.99		65687
xkr4	Endometrial Neoplasms	MESH:D016889	XKR4	114786	Cancer|Urogenital disease (female)	Cancer|Urogenital disease (female)		Tretinoin	6.99		16569247
xkr4	Enuresis	MESH:D004775	XKR4	114786	Mental disorder|Urogenital disease (female)|Urogenital disease (male)	Mental disorder|Urogenital disease (female)|Urogenital disease (male)		Valproic Acid	3.21		4032590
xkr4	Environmental Illness	MESH:D018876	XKR4	114786	Environmental origin disorders|Immune system disease	Environmental origin disorders|Immune system disease		Vehicle Emissions	4.60		21330231
xkr4	Eosinophilia	MESH:D004802	XKR4	114786	Blood disease	Blood disease		Valproic Acid	6.21		14515923|15229826
xkr4	Eosinophilia	MESH:D004802	XKR4	114786	Blood disease	Blood disease		Vehicle Emissions	6.21		24060272|26773141|27315767
xkr4	Epilepsies, Myoclonic	MESH:D004831	XKR4	114786	Nervous system disease	Nervous system disease		Valproic Acid	2.84		17275664|17275665|3143551|3659116|4067618|6816580|8099687|8157021
xkr4	Epilepsies, Partial	MESH:D004828	XKR4	114786	Nervous system disease	Nervous system disease		Valproic Acid	3.02		14557592|15016014|15101839|15229826|16628512|17212691|18042239|20138553|3092003|3922381|6816580|9314085|9598692
xkr4	Epilepsy	MESH:D004827	XKR4	114786	Nervous system disease	Nervous system disease		Valproic Acid	2.12		10371552|10452927|105332|10655774|10691121|10846716|11201978|11430560|11566460|11879339|12093128|12200215|12823472|12878301|14642999|1471883|1486836|1534246|15491979|15679516|15781806|15812121|15842559|15901671|15939631|16010067|16288075|1644161|16715935|17013910|17115396|17128563|17201721|17226098|17414255|17565596|17632227|17726763|18028184|18234410|1893664|19369666|19745651|1978020|20025093|2008603|20163200|20167509|20204907|20398172|20417680|20633039|21708246|2220307|22687998|2289480|24665854|24849673|2500206|2501690|26348896|28032682|28853863|3107169|3110642|3137090|3142761|386704|6412342|7574471|7715759|7881227|8156962|8215567|8221706|8398372|8444328|8816215|8848816|8854308|9003978|9029750|9153479|9201347|9371937|9627208|9650679|9706729
xkr4	Epilepsy, Absence	MESH:D004832	XKR4	114786	Nervous system disease	Nervous system disease		Valproic Acid	2.89		11488896|14629913|17275666|18791959|19133574|19836978|20200383|3092003|3112563|3130831|6108469|6254150|6426943|6816580|7562514|7583902|7820967|9746003
xkr4	Epilepsy, Complex Partial	MESH:D017029	XKR4	114786	Nervous system disease	Nervous system disease		Valproic Acid	3.26		10343150|14733874|17327289|17655519|2234190|2247241|3085769|3107333|6798668|6806087|7750514|8041383
xkr4	Epilepsy, Generalized	MESH:D004829	XKR4	114786	Nervous system disease	Nervous system disease		Valproic Acid	3.26		11052335|12057805
xkr4	Epilepsy, Reflex	MESH:D020195	XKR4	114786	Nervous system disease	Nervous system disease		Valproic Acid	4.20		21112825|23891468|3092003
xkr4	Epilepsy, Rolandic	MESH:D019305	XKR4	114786	Nervous system disease	Nervous system disease		Valproic Acid	3.95		12018965
xkr4	Epilepsy, Temporal Lobe	MESH:D004833	XKR4	114786	Nervous system disease	Nervous system disease		Valproic Acid	2.83		12859294|17846437|4032590|9259764
xkr4	Epilepsy, Tonic-Clonic	MESH:D004830	XKR4	114786	Nervous system disease	Nervous system disease		Valproic Acid	2.25		11195262|12237071|15230719|15671134|15701769|16401171|17397449|17655519|18081909|19302663|2084667|23891468|2492459|2499680|3092003|3106853|3659116|6816580|9169974
xkr4	Epistaxis	MESH:D004844	XKR4	114786	Ear-nose-throat disease|Pathology (process)|Respiratory tract disease|Signs and symptoms	Ear-nose-throat disease|Pathology (process)|Respiratory tract disease|Signs and symptoms		Propylthiouracil	3.94		4172680
xkr4	Erectile Dysfunction	MESH:D007172	XKR4	114786	Mental disorder|Urogenital disease (male)	Mental disorder|Urogenital disease (male)		Arsenic	6.49		18414639
xkr4	Erectile Dysfunction	MESH:D007172	XKR4	114786	Mental disorder|Urogenital disease (male)	Mental disorder|Urogenital disease (male)		bisphenol A	6.49		20467048
xkr4	Erythema	MESH:D004890	XKR4	114786	Signs and symptoms|Skin disease	Signs and symptoms|Skin disease		Propylthiouracil	6.73		16847204|3528517
xkr4	Erythema	MESH:D004890	XKR4	114786	Signs and symptoms|Skin disease	Signs and symptoms|Skin disease		Tretinoin	6.73		10473963|1401316|2024983|7544967|8396608|8487058|9257379|9990415
xkr4	Erythema Multiforme	MESH:D004892	XKR4	114786	Skin disease	Skin disease		Valproic Acid	3.14		19040509
xkr4	Erythema Nodosum	MESH:D004893	XKR4	114786	Immune system disease|Skin disease	Immune system disease|Skin disease		Tretinoin	3.48		14648024|16447715|3156656|8483331
xkr4	Esophageal Neoplasms	MESH:D004938	XKR4	114786	Cancer|Digestive system disease	Cancer|Digestive system disease		Vehicle Emissions	2.50		22393207
xkr4	Essential Tremor	MESH:D020329	XKR4	114786	Nervous system disease	Nervous system disease		Valproic Acid	3.17		19497322
xkr4	Euthyroid Sick Syndromes	MESH:D005067	XKR4	114786	Endocrine system disease	Endocrine system disease		Propylthiouracil	4.67		8542214
xkr4	Exanthema	MESH:D005076	XKR4	114786	Skin disease	Skin disease		Propylthiouracil	10.08		15785249|16498810|17415292|22529993|566489|6850193|9219172
xkr4	Exanthema	MESH:D005076	XKR4	114786	Skin disease	Skin disease		Valproic Acid	10.08		15229826|15517829
xkr4	Exanthema	MESH:D005076	XKR4	114786	Skin disease	Skin disease		Vehicle Emissions	10.08		12948892
xkr4	Exophthalmos	MESH:D005094	XKR4	114786	Eye disease	Eye disease		Valproic Acid	3.60		15208813
xkr4	Extravasation of Diagnostic and Therapeutic Materials	MESH:D005119	XKR4	114786	Pathology (process)|Wounds and injuries	Pathology (process)|Wounds and injuries		Vehicle Emissions	2.80		15916011
xkr4	Eye Abnormalities	MESH:D005124	XKR4	114786	Congenital abnormality|Eye disease	Congenital abnormality|Eye disease		bisphenol A	14.72		19218331
xkr4	Eye Abnormalities	MESH:D005124	XKR4	114786	Congenital abnormality|Eye disease	Congenital abnormality|Eye disease		Tretinoin	14.72		16938888|22262565|9664655
xkr4	Eye Abnormalities	MESH:D005124	XKR4	114786	Congenital abnormality|Eye disease	Congenital abnormality|Eye disease		Valproic Acid	14.72		11986102|3142446
xkr4	Eyelid Diseases	MESH:D005141	XKR4	114786	Eye disease	Eye disease		Valproic Acid	3.17		11018306|17075842
xkr4	Fanconi Syndrome	MESH:D005198	XKR4	114786	Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)	Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male)		Valproic Acid	2.94		10029255|11077456|12363104|12435575|15230715|15717181|15785938|20304335|7624000|7688423|9851889
xkr4	Fatigue	MESH:D005221	XKR4	114786	Signs and symptoms	Signs and symptoms		Ethinyl Estradiol	5.93		19443681|9169341
xkr4	Fatigue	MESH:D005221	XKR4	114786	Signs and symptoms	Signs and symptoms		Propylthiouracil	5.93		16425441|4172680
xkr4	Fatty Liver	MESH:D005234	XKR4	114786	Digestive system disease	Digestive system disease		Arsenic	16.86		10930056
xkr4	Fatty Liver	MESH:D005234	XKR4	114786	Digestive system disease	Digestive system disease		bisphenol A	16.86		24768697|24793377|26382854|27014939|27322340|28796629
xkr4	Fatty Liver	MESH:D005234	XKR4	114786	Digestive system disease	Digestive system disease		Cadmium Chloride	16.86		22457795
xkr4	Fatty Liver	MESH:D005234	XKR4	114786	Digestive system disease	Digestive system disease		Ethinyl Estradiol	16.86		15345470
xkr4	Fatty Liver	MESH:D005234	XKR4	114786	Digestive system disease	Digestive system disease		Valproic Acid	16.86		10701024|12894087|14986274|15858223|16872304|17292431|17963808|1901443|19224547|24442146|24489787|24535564|25716160|28853863|2974353|6769385|8099687|9028861
xkr4	Feeding and Eating Disorders	MESH:D001068	XKR4	114786	Mental disorder	Mental disorder		Ethinyl Estradiol	2.98		19443681
xkr4	Feminization	MESH:D005262	XKR4	114786	Signs and symptoms	Signs and symptoms		bisphenol A	10.51		22692143
xkr4	Feminization	MESH:D005262	XKR4	114786	Signs and symptoms	Signs and symptoms		Ethinyl Estradiol	10.51		23143038|24832493|3284149
xkr4	Femur Head Necrosis	MESH:D005271	XKR4	114786	Musculoskeletal disease|Pathology (process)	Musculoskeletal disease|Pathology (process)		Tretinoin	4.33		10609785
xkr4	Fetal Death	MESH:D005313	XKR4	114786	Pathology (process)|Pregnancy complication	Pathology (process)|Pregnancy complication		Arsenic	13.11		22058191|22426358
xkr4	Fetal Death	MESH:D005313	XKR4	114786	Pathology (process)|Pregnancy complication	Pathology (process)|Pregnancy complication		bisphenol A	13.11		24576723
xkr4	Fetal Death	MESH:D005313	XKR4	114786	Pathology (process)|Pregnancy complication	Pathology (process)|Pregnancy complication		Valproic Acid	13.11		10560583|11018306|14745917|14991910|3086173|3142446|3927520|8563186
xkr4	Fetal Diseases	MESH:D005315	XKR4	114786	Fetal disease|Pregnancy complication	Fetal disease|Pregnancy complication		Valproic Acid	2.78		16575769|8012899
xkr4	Fetal Growth Retardation	MESH:D005317	XKR4	114786	Fetal disease|Pathology (process)|Pregnancy complication	Fetal disease|Pathology (process)|Pregnancy complication		Arsenic	27.08		19103280
xkr4	Fetal Growth Retardation	MESH:D005317	XKR4	114786	Fetal disease|Pathology (process)|Pregnancy complication	Fetal disease|Pathology (process)|Pregnancy complication		Atrazine	27.08		20019915|21367690
xkr4	Fetal Growth Retardation	MESH:D005317	XKR4	114786	Fetal disease|Pathology (process)|Pregnancy complication	Fetal disease|Pathology (process)|Pregnancy complication		Cadmium Chloride	27.08		19379801|27417525|27984135
xkr4	Fetal Growth Retardation	MESH:D005317	XKR4	114786	Fetal disease|Pathology (process)|Pregnancy complication	Fetal disease|Pathology (process)|Pregnancy complication		Propylthiouracil	27.08		22529993
xkr4	Fetal Growth Retardation	MESH:D005317	XKR4	114786	Fetal disease|Pathology (process)|Pregnancy complication	Fetal disease|Pathology (process)|Pregnancy complication		Tretinoin	27.08		26672737
xkr4	Fetal Growth Retardation	MESH:D005317	XKR4	114786	Fetal disease|Pathology (process)|Pregnancy complication	Fetal disease|Pathology (process)|Pregnancy complication		Valproic Acid	27.08		10560583|11018306|15901671|16699836|18558336|1882348|3086173|3142446|3927520|6428923|7852547|8563186|8888407
xkr4	Fetal Resorption	MESH:D005327	XKR4	114786	Pathology (process)|Pregnancy complication	Pathology (process)|Pregnancy complication		Valproic Acid	8.92		1462254|14745917|16511884|16699836|7852547|9578686
xkr4	Fetal Resorption	MESH:D005327	XKR4	114786	Pathology (process)|Pregnancy complication	Pathology (process)|Pregnancy complication		Vehicle Emissions	8.92		16007645
xkr4	Fetal Weight	MESH:D020567	XKR4	114786	Signs and symptoms	Signs and symptoms		bisphenol A	3.34		24496637
xkr4	Fever	MESH:D005334	XKR4	114786	Signs and symptoms	Signs and symptoms		Arsenic	12.28		19167470|26359651
xkr4	Fever	MESH:D005334	XKR4	114786	Signs and symptoms	Signs and symptoms		Propylthiouracil	12.28		11075728|11250767|11380496|12521217|12549809|15583443|15785249|15822032|15879050|16425441|1806466|19260531|19578601|9181282|9893462
xkr4	Fever	MESH:D005334	XKR4	114786	Signs and symptoms	Signs and symptoms		Tretinoin	12.28		10607690|14648024|1637024|16447715|16858973|16959937|17564563|18275266|20060166|7905175|8230749|9680118|9763554
xkr4	Fever	MESH:D005334	XKR4	114786	Signs and symptoms	Signs and symptoms		Valproic Acid	12.28		11244813|11891102|15229826|24964948
xkr4	Fibroadenoma	MESH:D018226	XKR4	114786	Cancer	Cancer		Atrazine	10.91		21768606
xkr4	Fibroadenoma	MESH:D018226	XKR4	114786	Cancer	Cancer		Valproic Acid	10.91		1729766
xkr4	Fibrosis	MESH:D005355	XKR4	114786	Pathology (process)	Pathology (process)		bisphenol A	23.33		27025157
xkr4	Fibrosis	MESH:D005355	XKR4	114786	Pathology (process)	Pathology (process)		Cadmium Chloride	23.33		10924798|22081424
xkr4	Fibrosis	MESH:D005355	XKR4	114786	Pathology (process)	Pathology (process)		Tretinoin	23.33		17994277|21274875
xkr4	Fibrosis	MESH:D005355	XKR4	114786	Pathology (process)	Pathology (process)		trichostatin A	23.33		23707763
xkr4	Fibrosis	MESH:D005355	XKR4	114786	Pathology (process)	Pathology (process)		Valproic Acid	23.33		23707763|8099687
xkr4	Fibrosis	MESH:D005355	XKR4	114786	Pathology (process)	Pathology (process)		Vehicle Emissions	23.33		23905969
xkr4	Folic Acid Deficiency	MESH:D005494	XKR4	114786	Nutrition disorder	Nutrition disorder		Ethinyl Estradiol	3.76		9169341
xkr4	Foot Diseases	MESH:D005534	XKR4	114786	Musculoskeletal disease|Skin disease	Musculoskeletal disease|Skin disease		Arsenic	4.73		6392382
xkr4	Fusariosis	MESH:D060585	XKR4	114786	Bacterial infection or mycosis|Skin disease	Bacterial infection or mycosis|Skin disease		Phenylmercuric Acetate	4.60		22225407
xkr4	Gait Ataxia	MESH:D020234	XKR4	114786	Nervous system disease|Signs and symptoms	Nervous system disease|Signs and symptoms		Valproic Acid	3.13		10846716|17397449
xkr4	Gait Disorders, Neurologic	MESH:D020233	XKR4	114786	Nervous system disease|Signs and symptoms	Nervous system disease|Signs and symptoms		Valproic Acid	2.70		17726763|17996660|19304858|20398172|9097225
xkr4	Gallbladder Diseases	MESH:D005705	XKR4	114786	Digestive system disease	Digestive system disease		Ethinyl Estradiol	3.61		2086334
